Time [HH:MM:SS],H [deg],V [deg],D [mm]
17:08:28.185943599,47.9400600045276,89.6971114132053,19959.1296948043
17:08:28.195943400,47.9528745748937,89.6973659847222,19957.2767798213
17:08:28.205943099,47.9647379044202,89.6966872464171,19955.7920784996
17:08:28.215942900,47.9749293675049,89.6932863638161,19946.1306036437
17:08:28.225943300,47.9893097835286,89.6937093956494,19950.4148106005
17:08:28.235943300,47.9992202619856,89.697740216819,19946.4109474495
17:08:28.245943099,48.0083860031711,89.6949545974708,19945.4178378095
17:08:28.255943599,48.018590969074,89.6942207892182,19937.9649847468
17:08:28.265943300,48.0287870749572,89.6962709734448,19933.5460232598
17:08:28.275943099,48.04143693329,89.6938334716478,19932.7699772834
17:08:28.285943000,48.0530405203862,89.6958299425444,19925.6024240781
17:08:28.295943499,48.064089551345,89.6969822414304,19924.4328191881
17:08:28.305943300,48.0749326208539,89.6962848721257,19922.9407103954
17:08:28.315943000,48.0862805126658,89.6954777390739,19921.1729039415
17:08:28.325943499,48.0990600337478,89.6958808201781,19916.426350386
17:08:28.335943199,48.1106036612514,89.6966294030146,19919.6640104828
17:08:28.345943199,48.1189360778763,89.696784127852,19913.5805993066
17:08:28.355943000,48.1328861211004,89.6937802330343,19908.0000939715
17:08:28.365943499,48.1441368969429,89.6967145390193,19908.2996454177
17:08:28.375943199,48.1559654310864,89.6945781545849,19909.0485592681
17:08:28.385943000,48.1693770329364,89.6951720754218,19907.3818327833
17:08:28.395943700,48.1811839637357,89.6915642278815,19904.2186156952
17:08:28.405943400,48.1930819157391,89.6952814838309,19901.6770980867
17:08:28.415943199,48.2060288983528,89.6941097243634,19897.3670128778
17:08:28.425942900,48.2202019458064,89.6942858331563,19897.4794896568
17:08:28.435943400,48.2313337357138,89.6950865833796,19898.9512844235
17:08:28.445943099,48.2453228346373,89.6946617207391,19893.9779814353
17:08:28.455943099,48.2556774457509,89.6915216981542,19892.0344702317
17:08:28.465943599,48.2701859240473,89.6978464122292,19890.1424921955
17:08:28.475943300,48.2817954642284,89.6903633271501,19892.0887132374
17:08:28.485943099,48.295649653132,89.6941051443186,19885.8552491263
17:08:28.495942800,48.307096638366,89.6960188618275,19882.5746596072
17:08:28.505943599,48.3204607773949,89.6938028678669,19881.4341400902
17:08:28.515943300,48.3341447296508,89.6946006187535,19879.09049686
17:08:28.525943099,48.3476310027543,89.6950171123034,19877.8328209084
17:08:28.535943499,48.3570180106111,89.6908846328417,19879.4867603988
17:08:28.545943300,48.3715346331007,89.6973592697015,19875.3463399135
17:08:28.555943300,48.3818147612937,89.6933523928653,19878.183041213
17:08:28.565943000,48.3945764287935,89.6957712785943,19874.0847031707
17:08:28.575943499,48.4059821025996,89.6944546532366,19876.2637934946
17:08:28.585943199,48.4193655497223,89.6970726854621,19869.8090014594
17:08:28.595943000,48.435378302197,89.6952195015494,19869.3800969349
17:08:28.605943499,48.4477553437618,89.6931878149354,19871.2836763436
17:08:28.615943499,48.4596514718923,89.695726638414,19871.8769385308
17:08:28.625943199,48.4767046855822,89.6939987831833,19870.8167304883
17:08:28.635943000,48.4903398989158,89.695518989006,19872.7377576616
17:08:28.645943400,48.5006276710269,89.6964356376473,19870.5214601271
17:08:28.655943199,48.512562874115,89.6946742938314,19872.849691748
17:08:28.665943199,48.5260600456759,89.6922891210261,19868.7157702231
17:08:28.675943599,48.5362083163942,89.6970012665904,19877.9910768851
17:08:28.685943400,48.549886790926,89.6937458327318,19874.4084922579
17:08:28.695943099,48.5623461693971,89.6964336771272,19866.6052129658
17:08:28.705942900,48.577612964887,89.6974357057804,19868.8279614547
17:08:28.715943400,48.5891467530561,89.6933033651679,19870.0386197949
17:08:28.725943300,48.6048782156906,89.696237670468,19870.8424823655
17:08:28.735943099,48.6176355327298,89.6957141919736,19867.1274612826
17:08:28.745943599,48.6315380114277,89.6945359544602,19873.2902928199
17:08:28.755943300,48.643996796983,89.6920253595555,19868.9921478168
17:08:28.765943099,48.6569580571706,89.6938669431336,19870.1279069073
17:08:28.775943099,48.6677145912019,89.6975597705815,19869.4705017279
17:08:28.785943499,48.6831393521083,89.6937854178081,19872.4296026574
17:08:28.795943300,48.6939016933779,89.6937478816675,19875.1027627129
17:08:28.805943000,48.7038202730187,89.6959273217155,19872.206985714
17:08:28.815943499,48.7172960548135,89.6954999876725,19876.4576536459
17:08:28.825943199,48.728803674996,89.6986948880733,19879.654430719
17:08:28.835943199,48.7444456115161,89.6935575392626,19873.7109568194
17:08:28.845943000,48.7572632679652,89.6965759326785,19877.6763441786
17:08:28.855943499,48.7706765886064,89.6970661951823,19879.1448677175
17:08:28.865943199,48.7830807918687,89.6946006946153,19874.8312690603
17:08:28.875943000,48.7950781142817,89.69632648919,19882.4188268309
17:08:28.885943400,48.8063208794918,89.6945962109054,19878.8629900219
17:08:28.895943400,48.8181026820648,89.6949901066233,19882.2784541642
17:08:28.905943199,48.8297332216253,89.6966318896498,19885.1222218344
17:08:28.915942900,48.8422488091916,89.6988547877874,19881.3515634649
17:08:28.925943400,48.8521890410547,89.6942653775104,19888.7162470309
17:08:28.935943099,48.8705224820146,89.6958544638094,19891.0688658067
17:08:28.945943099,48.8842782905801,89.697836870732,19882.0888239842
17:08:28.955943599,48.8915616235522,89.6982389406373,19891.6851563295
17:08:28.965943400,48.9044908700335,89.6957439516834,19892.2285763439
17:08:28.975943099,48.9168036274443,89.6959669933087,19891.8318828793
17:08:28.985942900,48.926293821248,89.6964561069303,19900.5408859788
17:08:28.995943599,48.9406813884166,89.6952508048179,19896.7020822446
17:08:29.005943300,48.9516642968129,89.6958813817616,19903.7631584287
17:08:29.015943099,48.9645067452882,89.6965885072294,19905.3380333973
17:08:29.025943499,48.9765432458171,89.6964169462883,19905.5331274414
17:08:29.035943300,48.9887422426755,89.6957169483361,19906.8032007465
17:08:29.045943000,49.0026328050828,89.6956093541657,19908.7893146826
17:08:29.055943000,49.0149038635104,89.6959615722635,19908.1530227632
17:08:29.065943499,49.0255041262324,89.6968247130596,19912.8727843176
17:08:29.075943199,49.0381377126743,89.6970496556117,19911.7567662815
17:08:29.085943000,49.05113413266,89.6969649348444,19915.5659754663
17:08:29.095943499,49.0580935359028,89.6976597051791,19915.5698068316
17:08:29.105943499,49.0730205638557,89.6964631131763,19920.8115137585
17:08:29.115943199,49.0810700580477,89.6982933534267,19920.3356000587
17:08:29.125943000,49.0894322996011,89.7001422297786,19925.4469040622
17:08:29.135943400,49.0984774509224,89.696609994121,19929.8455590362
17:08:29.145943199,49.1102241714657,89.6992013711375,19932.1595662495
17:08:29.155942900,49.1219621938735,89.6976257431814,19936.3875375413
17:08:29.165943400,49.1332511856948,89.699744321287,19934.4860384038
17:08:29.175943400,49.1405191896651,89.7000350873527,19940.7307013579
17:08:29.185943099,49.1541335125272,89.6980874436028,19937.8328504737
17:08:29.195942900,49.1626849781529,89.699376662813,19945.077004312
17:08:29.205943400,49.1757453051346,89.6987250565006,19943.4891736154
17:08:29.215943400,49.1827628220463,89.7002104346145,19948.6411515054
17:08:29.225943099,49.1963981878331,89.6996755035101,19952.9498880968
17:08:29.235943300,49.2056894330712,89.7009691965958,19954.9034194492
17:08:29.245943300,49.2165626156971,89.7001753574228,19950.5126364451
17:08:29.255943099,49.2253769148164,89.6991091538588,19962.0424116912
17:08:29.265943099,49.2359623392119,89.700620830332,19965.5958862534
17:08:29.275943499,49.2464087169979,89.7010167789452,19967.2836366306
17:08:29.285943300,49.2580454144919,89.697322711406,19973.2311506599
17:08:29.295943000,49.2680429975988,89.6999392418414,19972.1663663782
17:08:29.305943499,49.2762629667466,89.700499505797,19973.8763064888
17:08:29.315943300,49.2819044580971,89.7030103296298,19984.031189164
17:08:29.325943199,49.292004923679,89.7019007435079,19983.1899965538
17:08:29.335943000,49.3004827260767,89.7038652226577,19983.2371741789
17:08:29.345943199,49.3037801731259,89.700751137278,19992.5751259927
17:08:29.355943199,49.3139699808654,89.7031359784799,19992.7128264421
17:08:29.365943000,49.32050504144,89.7072935186266,20000.240910482
17:08:29.375943400,49.328302964984,89.7027890201697,20003.718228947
17:08:29.385943400,49.3360810069569,89.7053344251146,20008.5026224144
17:08:29.395943199,49.33921505976,89.7058161916666,20010.649192279
17:08:29.405942900,49.3467164016031,89.7027286228575,20016.744478056
17:08:29.415943400,49.3551209122394,89.7062722757452,20018.6191713871
17:08:29.425943199,49.3627180542291,89.7052085346227,20025.4321160102
17:08:29.435943099,49.3652008113217,89.7037001268583,20027.6101109393
17:08:29.445943400,49.3726525606616,89.7042063795051,20028.6890660197
17:08:29.455943400,49.3801157978748,89.704578910824,20033.8073280349
17:08:29.465943099,49.3885474486834,89.7073151842639,20035.4550533042
17:08:29.475942900,49.3958494109108,89.707975362521,20039.8684886307
17:08:29.485943300,49.4006554583247,89.703380812657,20043.0352448216
17:08:29.495943300,49.4077435561841,89.7078336503367,20054.1795563633
17:08:29.505943099,49.4140518521061,89.7049727586713,20054.1882655523
17:08:29.515943499,49.4187261990223,89.7087018046432,20054.8440314103
17:08:29.525943300,49.4237341287544,89.7068551134941,20061.6278650266
17:08:29.535943000,49.430745656213,89.7082824982975,20068.0134726245
17:08:29.545943000,49.4335358733334,89.7080172699019,20067.1478143541
17:08:29.555943300,49.4376708990581,89.7059185719392,20074.0540706152
17:08:29.565943300,49.4384027626379,89.702762607116,20077.0579362736
17:08:29.575943000,49.4432419108195,89.7069585125119,20082.7481542506
17:08:29.585943499,49.4450062305295,89.7057016364661,20083.9536002427
17:08:29.595943199,49.4499353611826,89.7058930629351,20092.4507415261
17:08:29.605943199,49.4546718932164,89.7053266070149,20097.3702372047
17:08:29.615943000,49.4559464783753,89.7094209588814,20099.3876261279
17:08:29.625943400,49.4612854015159,89.7067862308499,20106.3472794765
17:08:29.635943199,49.4614279487901,89.7049684495432,20113.2381610973
17:08:29.645942900,49.4625207366281,89.7092696985568,20113.7096693664
17:08:29.655943400,49.4692434214781,89.7075624889717,20117.4592282947
