Time [HH:MM:SS],X [m],Y [m],Z [m]
16:29:07.3780228,13.710333,14.392351,0.157645
16:29:07.3880228,13.710333,14.392351,0.157644
16:29:07.3980232,13.710333,14.392350,0.157645
16:29:07.4080230,13.710332,14.392352,0.157647
16:29:07.4180227,13.710331,14.392351,0.157648
16:29:07.4280227,13.710331,14.392351,0.157649
16:29:07.4380230,13.710332,14.392353,0.157648
16:29:07.4480227,13.710332,14.392352,0.157648
16:29:07.4580227,13.710333,14.392352,0.157646
16:29:07.4680232,13.710332,14.392351,0.157646
16:29:07.4780229,13.710333,14.392352,0.157646
16:29:07.4880227,13.710333,14.392352,0.157645
16:29:07.4980227,13.710333,14.392352,0.157645
16:29:07.5080231,13.710331,14.392350,0.157648
16:29:07.5180229,13.710332,14.392351,0.157648
16:29:07.5280226,13.710331,14.392352,0.157649
16:29:07.5380231,13.710331,14.392352,0.157649
16:29:07.5480229,13.710332,14.392352,0.157647
16:29:07.5580228,13.710333,14.392351,0.157646
16:29:07.5680226,13.710332,14.392351,0.157645
16:29:07.5780231,13.710332,14.392352,0.157646
16:29:07.5880228,13.710332,14.392352,0.157647
16:29:07.5980228,13.710331,14.392351,0.157648
16:29:07.6080230,13.710331,14.392351,0.157649
16:29:07.6180230,13.710331,14.392353,0.157649
16:29:07.6280228,13.710332,14.392351,0.157648
16:29:07.6380225,13.710332,14.392351,0.157646
16:29:07.6480230,13.710333,14.392353,0.157645
16:29:07.6580227,13.710333,14.392352,0.157645
16:29:07.6680227,13.710333,14.392352,0.157645
16:29:07.6780232,13.710332,14.392352,0.157647
16:29:07.6880230,13.710331,14.392350,0.157648
16:29:07.6980227,13.710331,14.392353,0.157649
16:29:07.7080227,13.710331,14.392351,0.157649
16:29:07.7180229,13.710332,14.392352,0.157647
16:29:07.7280229,13.710333,14.392354,0.157646
16:29:07.7380227,13.710332,14.392352,0.157646
16:29:07.7480231,13.710333,14.392352,0.157645
16:29:07.7580229,13.710333,14.392351,0.157645
16:29:07.7680226,13.710333,14.392352,0.157647
16:29:07.7780226,13.710332,14.392351,0.157647
16:29:07.7880231,13.710332,14.392352,0.157647
16:29:07.7980229,13.710332,14.392351,0.157647
16:29:07.8080226,13.710332,14.392354,0.157647
16:29:07.8180231,13.710333,14.392354,0.157647
16:29:07.8280228,13.710333,14.392353,0.157645
16:29:07.8380228,13.710332,14.392350,0.157646
16:29:07.8480226,13.710332,14.392353,0.157646
16:29:07.8580230,13.710332,14.392350,0.157647
16:29:07.8680228,13.710332,14.392353,0.157648
16:29:07.8780225,13.710331,14.392351,0.157648
16:29:07.8880230,13.710332,14.392352,0.157647
16:29:07.8980230,13.710333,14.392354,0.157647
16:29:07.9080227,13.710334,14.392354,0.157645
16:29:07.9180227,13.710333,14.392352,0.157645
16:29:07.9280230,13.710332,14.392351,0.157646
16:29:07.9380227,13.710332,14.392351,0.157647
16:29:07.9480227,13.710332,14.392351,0.157647
16:29:07.9580232,13.710332,14.392350,0.157647
16:29:07.9680229,13.710332,14.392352,0.157647
