Time [HH:MM:SS],H [deg],V [deg],D [mm]
17:10:23.712491499,47.1252865979164,89.699937059104,20134.1054192543
17:10:23.722491499,47.1254644893265,89.700420302824,20138.7569370654
17:10:23.732491300,47.1251148132189,89.6995556576233,20136.7928730939
17:10:23.742491700,47.1228603576057,89.7011625256134,20137.5339216059
17:10:23.752491499,47.1260665553179,89.7022541658371,20138.0222138454
17:10:23.762491200,47.1218341315658,89.7033007852026,20139.6432245879
17:10:23.772491200,47.1239339538952,89.7009050182885,20139.1294723543
17:10:23.782491700,47.1249419716768,89.7008156482064,20141.4381096501
17:10:23.792491400,47.1266360193353,89.7013164226888,20137.3394648363
17:10:23.802491200,47.1218192124622,89.7007782354808,20139.627712612
17:10:23.812491700,47.12479444075,89.7028213469531,20133.7690421271
17:10:23.822491400,47.1252159854807,89.7018655195439,20137.0277556927
17:10:23.832491400,47.1234983245302,89.7039243924552,20136.5889283945
17:10:23.842491200,47.1232048385153,89.700828586294,20135.8798808031
17:10:23.852491599,47.1241174699873,89.6982440740568,20136.8064653441
17:10:23.862491400,47.1245345975167,89.7004730631387,20135.0196728588
17:10:23.872491099,47.1273255837768,89.7017985395034,20134.9762967008
17:10:23.882491599,47.1255327073576,89.7005495251184,20139.9636010239
17:10:23.892491599,47.1232759500388,89.7023179110048,20135.3634293604
17:10:23.902491300,47.1220010863832,89.700527174915,20137.033315922
17:10:23.912491099,47.125015051379,89.7005972500504,20136.9964267279
17:10:23.922491599,47.1241902675437,89.701271325189,20137.790024838
17:10:23.932491300,47.1250146628549,89.7018559150457,20135.8779385024
17:10:23.942491300,47.125929242942,89.7012472091532,20140.7712711449
17:10:23.952491800,47.1232092176214,89.701441347428,20131.0715300694
17:10:23.962491499,47.123924439986,89.7025821323442,20131.7229486822
17:10:23.972491300,47.1261420741417,89.7015053508417,20133.1593095585
17:10:23.982490999,47.1248699239894,89.7015805716368,20136.8948018792
17:10:23.992491499,47.1262007105229,89.7013691326687,20140.9596862766
17:10:24.002491499,47.1243926577252,89.6996713660025,20133.6138826445
17:10:24.012491200,47.1265317438926,89.7044696783848,20139.0987283655
17:10:24.022491700,47.1241924869861,89.7007777916386,20135.9304441872
17:10:24.032491499,47.1244212200814,89.7015134848554,20140.165088832
17:10:24.042491200,47.1243295250626,89.7007085586279,20135.7203485007
17:10:24.052491200,47.1224274070435,89.699453222246,20137.6644482602
17:10:24.062491700,47.1253153757783,89.7002206282713,20133.3390884733
17:10:24.072491400,47.1230949275951,89.7004229941318,20133.8869462156
17:10:24.082491200,47.123194358414,89.7026192410346,20135.6420648021
17:10:24.092491599,47.1245395569718,89.7008188530316,20135.7266606711
17:10:24.102491400,47.1237022467329,89.7013514551935,20135.6276562111
17:10:24.112491400,47.1251578586541,89.6990420731048,20132.5280259602
17:10:24.122491099,47.1238184519318,89.7027564442209,20134.9978811404
17:10:24.132491599,47.1236435730651,89.6997984537848,20135.0669306697
17:10:24.142491300,47.1259383093201,89.7007199237766,20133.7131884347
17:10:24.152491099,47.1232126184799,89.7012412953094,20136.0483616637
17:10:24.162491800,47.1206117564833,89.7011481746626,20137.9493999625
17:10:24.172491599,47.1224673034821,89.7039791961878,20136.7516399186
17:10:24.182491300,47.1201823823172,89.7017043338036,20134.5315371746
17:10:24.192491099,47.1204762483003,89.6976323096672,20137.2643696299
17:10:24.202491499,47.1190247892998,89.7016196853721,20131.3505236388
17:10:24.212491499,47.1145302100442,89.7010265328281,20133.8594405669
17:10:24.222491300,47.1121424982022,89.7006382026653,20136.7815966511
17:10:24.232491700,47.1083581373597,89.7023851912104,20130.3223551755
17:10:24.242491499,47.1069047984395,89.6998761256586,20127.7686832311
17:10:24.252491200,47.1046276412727,89.700284265466,20130.8294432264
17:10:24.262490999,47.1028752580549,89.699586759987,20127.7885966277
17:10:24.272491700,47.1023709132255,89.701358943198,20128.4683483287
17:10:24.282491499,47.0980283402598,89.70213560588,20129.8008239322
17:10:24.292491200,47.0940895113916,89.7015734458345,20128.1854403885
17:10:24.302491700,47.0897387067583,89.6998861798181,20124.1215454046
17:10:24.312491400,47.0865716607313,89.6996734213888,20120.878802264
